,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
0,1.7596420049667358,0.27666354179382324,0.5329650640487671,0.04343901947140694,1.4400464296340942,0.36757710576057434,0.6511031985282898,0.1162470206618309
1,1.3990213871002197,0.40568920969963074,0.6670092940330505,0.16296732425689697,1.2445216178894043,0.43677616119384766,0.6834064722061157,0.20479077100753784
2,1.2600754499435425,0.458920419216156,0.6929577589035034,0.23554860055446625,1.1389799118041992,0.4786684513092041,0.7035280466079712,0.2635520100593567
3,1.1549879312515259,0.49438127875328064,0.7112080454826355,0.286979615688324,1.0267893075942993,0.5086084604263306,0.7188904285430908,0.3087809681892395
4,1.0716484785079956,0.5210393667221069,0.7252042889595032,0.3275712728500366,0.9846917986869812,0.5326046347618103,0.730899453163147,0.344867080450058
5,1.0137038230895996,0.5425009727478027,0.7354269027709961,0.3598782420158386,0.9271523356437683,0.5521090030670166,0.7399826049804688,0.3742856979370117
6,0.9633610844612122,0.5606403350830078,0.7442728281021118,0.3873136341571808,0.895091712474823,0.5688633322715759,0.7482422590255737,0.3995131552219391
7,0.9182634353637695,0.5761826634407043,0.7518254518508911,0.41076093912124634,0.8698224425315857,0.5830665230751038,0.7551542520523071,0.42138993740081787
8,0.8837688565254211,0.5894100666046143,0.7581767439842224,0.4312344491481781,0.8447030186653137,0.5954380631446838,0.7610220909118652,0.4404553174972534
9,0.8624968528747559,0.6009500026702881,0.7636456489562988,0.4489271342754364,0.8108246922492981,0.606182336807251,0.7661916613578796,0.4569791853427887
10,0.8354552388191223,0.6111763715744019,0.7686572670936584,0.4645366072654724,0.8012634515762329,0.6159831881523132,0.7710129022598267,0.4717665910720825
11,0.8153679966926575,0.6204594373703003,0.773221492767334,0.4785572588443756,0.7817694544792175,0.6247071623802185,0.7752654552459717,0.4850374460220337
12,0.7967931032180786,0.6287093758583069,0.77724289894104,0.4911379814147949,0.785592257976532,0.6325085759162903,0.7790520787239075,0.4969725012779236
13,0.7822398543357849,0.6360228061676025,0.7806186079978943,0.5024502873420715,0.7606847882270813,0.6395387053489685,0.7823277115821838,0.5077716708183289
14,0.7688136100769043,0.6428860425949097,0.7838820815086365,0.5127471089363098,0.7433756589889526,0.6460986137390137,0.7853694558143616,0.5175871849060059
15,0.7533920407295227,0.6492131948471069,0.7868238091468811,0.5222893953323364,0.7485365271568298,0.6521716117858887,0.7881847023963928,0.5267542004585266
16,0.749860942363739,0.6549561619758606,0.7894303798675537,0.530934751033783,0.7551111578941345,0.6576403379440308,0.7906438708305359,0.5349594950675964
17,0.738746702671051,0.6601706743240356,0.7917590737342834,0.5387318134307861,0.7329750061035156,0.6626966595649719,0.7930185198783875,0.542371928691864
18,0.7291944622993469,0.6651507616043091,0.7942362427711487,0.5458908677101135,0.716925859451294,0.667497456073761,0.7953784465789795,0.5493305325508118
19,0.7306666374206543,0.6697166562080383,0.7964114546775818,0.5525668263435364,0.7226329445838928,0.6718219518661499,0.7974005937576294,0.5556155443191528
20,0.7272579073905945,0.6738796830177307,0.7983402609825134,0.5585291981697083,0.7326086759567261,0.6758226156234741,0.7992650270462036,0.5612607598304749
21,0.7199340462684631,0.6776915788650513,0.8001518845558167,0.5638349652290344,0.7323058247566223,0.6795359253883362,0.801032304763794,0.5663892030715942
22,0.7197193503379822,0.6812887787818909,0.8018681406974792,0.568827211856842,0.7289624214172363,0.6829870939254761,0.8026880621910095,0.5712165832519531
23,0.7177367210388184,0.6846027374267578,0.8034694790840149,0.5735255479812622,0.7144576907157898,0.6862159967422485,0.8042368292808533,0.5757874250411987
24,0.7181071043014526,0.6877101063728333,0.8049650192260742,0.5779163241386414,0.7144653797149658,0.6891888380050659,0.8056932091712952,0.5799784064292908
