,loss,categorical_accuracy,precision,recall,val_loss,val_categorical_accuracy,val_precision,val_recall
0,1.7179449796676636,0.28776881098747253,0.5557465553283691,0.05517655611038208,1.4563394784927368,0.38102662563323975,0.6512285470962524,0.1340210735797882
1,1.3509072065353394,0.41970115900039673,0.6657955646514893,0.18198072910308838,1.287030577659607,0.4514694809913635,0.6823415160179138,0.22558118402957916
2,1.165452241897583,0.4754686951637268,0.6955593824386597,0.2611463665962219,1.119045376777649,0.4979521930217743,0.7092016339302063,0.2938656210899353
3,1.0384396314620972,0.5159729719161987,0.71856290102005,0.32071006298065186,0.985560953617096,0.532880961894989,0.7286264896392822,0.3457838296890259
4,0.9407474398612976,0.547196626663208,0.7364643812179565,0.3674628436565399,0.9064565300941467,0.5610061287879944,0.744454026222229,0.3878768980503082
5,0.8659253716468811,0.57283616065979,0.7509221434593201,0.4057554602622986,0.8467788100242615,0.5841735005378723,0.7572566270828247,0.4227425456047058
6,0.8066659569740295,0.5941352248191833,0.7624735832214355,0.43796250224113464,0.8285097479820251,0.6034905910491943,0.7674160003662109,0.45224499702453613
7,0.7528024911880493,0.6118909120559692,0.7715864777565002,0.46521875262260437,0.76302570104599,0.6201467514038086,0.7757987380027771,0.47771555185317993
8,0.7075502872467041,0.6276466250419617,0.7795447111129761,0.4891773760318756,0.7165186405181885,0.6349764466285706,0.7834657430648804,0.5002926588058472
9,0.667399525642395,0.6417312026023865,0.7870105504989624,0.5104910731315613,0.7131859660148621,0.6482087969779968,0.7904894351959229,0.5201961994171143
10,0.6361839175224304,0.6540813446044922,0.7936050891876221,0.529147207736969,0.7023127675056458,0.6599151492118835,0.7967336177825928,0.5379540324211121
11,0.6074390411376953,0.6652109622955322,0.7994197607040405,0.5460508465766907,0.7111549973487854,0.6704330444335938,0.8021314144134521,0.5538474917411804
12,0.5822532176971436,0.6751517057418823,0.8044685125350952,0.5609690546989441,0.6698898673057556,0.6798895001411438,0.8069064021110535,0.5679846405982971
13,0.5592648983001709,0.6842761039733887,0.8091192245483398,0.5744993090629578,0.6843390464782715,0.6886128783226013,0.8113400936126709,0.5808960199356079
14,0.5386298298835754,0.6926697492599487,0.8133213520050049,0.5868772864341736,0.6302270293235779,0.6967087984085083,0.815497875213623,0.592732310295105
15,0.5184612274169922,0.7004417181015015,0.8174760341644287,0.5982354283332825,0.6378121376037598,0.7041242718696594,0.8193592429161072,0.6037238836288452
16,0.5049489736557007,0.7075712084770203,0.8210447430610657,0.6087996363639832,0.6515438556671143,0.7109718918800354,0.822770893573761,0.6137793064117432
17,0.49543237686157227,0.7141410112380981,0.8243204951286316,0.618398129940033,0.6495007276535034,0.7173210978507996,0.8259094953536987,0.6230406165122986
18,0.4791225790977478,0.7203162908554077,0.8273834586143494,0.6274273991584778,0.6392744183540344,0.7232522368431091,0.8288953304290771,0.6317377090454102
19,0.4690626561641693,0.7260324954986572,0.8303290605545044,0.6357592940330505,0.5981975197792053,0.7288082838058472,0.83183354139328,0.6397380232810974
20,0.4642265737056732,0.7313934564590454,0.8331918120384216,0.6434944868087769,0.6189419031143188,0.7339403033256531,0.8344804644584656,0.6471900939941406
21,0.4559078812599182,0.7362905740737915,0.835614025592804,0.6506261229515076,0.6104770302772522,0.7386438250541687,0.8367980122566223,0.6540465950965881
22,0.44837069511413574,0.7408419847488403,0.8378580808639526,0.6572424173355103,0.6127587556838989,0.7430279850959778,0.838931143283844,0.6604413390159607
23,0.44003379344940186,0.7451184391975403,0.8399224877357483,0.6635107398033142,0.6016597151756287,0.7472109794616699,0.840957760810852,0.6665587425231934
24,0.4385691285133362,0.7491596341133118,0.8419052958488464,0.6693974137306213,0.6332220435142517,0.7510941028594971,0.8428763151168823,0.6722195744514465
